name,email,password,languages,birth_date,country,course,situationLaboral,role,dateCreated,gender,eventsConfi,imageUrl,firstOnBoard,conocimientos,quieroAprender,interests
Saskia Löchel,saskia.löchel@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés']",2000-12-20,Alemania,64879f04e785526bbd480f3d,Estudiante,user,2023-06-12T22:51:50.405970,female,[],https://picsum.photos/648/960,True,"['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f6']","['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f2']","['64879ed95340903bb1ebb109', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb0ff']"
Corona Torrent,corona.torrent@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Italiano', 'Inglés']",2002-10-05,España,64879f04e785526bbd480f3d,Estudiante,user,2023-06-12T22:51:50.417212,female,[],https://placekitten.com/836/973,True,['64879e9a5340903bb1ebb0f9'],['64879e9a5340903bb1ebb0f6'],"['64879ed95340903bb1ebb113', '64879ed95340903bb1ebb106', '64879ed95340903bb1ebb114', '64879ed95340903bb1ebb116']"
Laurence Boucher,laurence.boucher@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Inglés', 'Italiano', 'Alemán', 'Castellano']",1987-10-26,Francia,64879f04e785526bbd480f3d,Estudiante,user,2023-06-12T22:51:50.428429,female,[],https://placekitten.com/402/249,True,['64879e9a5340903bb1ebb0f6'],['64879e9a5340903bb1ebb0f5'],"['64879ed95340903bb1ebb10d', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb112', '64879ed95340903bb1ebb10b']"
Tonya Carter,tonya.carter@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano', 'Alemán', 'Francés', 'Italiano']",1994-02-27,Estados Unidos,64879f04e785526bbd480f3d,Estudiante,user,2023-06-12T22:51:50.439773,female,[],https://picsum.photos/933/644,True,"['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f7']","['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f5']","['64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb110']"
Haydée Carro Ordóñez,haydée.carro@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán', 'Francés']",1985-10-06,España,64879f04e785526bbd480f3d,Estudiante,user,2023-06-12T22:51:50.451007,female,[],https://dummyimage.com/963x339,True,"['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f4']","['64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb112', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb116']"
Eutimio Duarte Nuñez,eutimio.duarte@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán']",2002-06-12,España,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.760324,male,[],https://dummyimage.com/712x447,True,"['64879e9a5340903bb1ebb0a0', '64879e9a5340903bb1ebb095', '64879e9a5340903bb1ebb09f']","['64879e9a5340903bb1ebb09a', '64879e9a5340903bb1ebb09d', '64879e9a5340903bb1ebb097']","['64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb106']"
Alberto Guardiola Diego,alberto.guardiola@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés']",1986-06-03,España,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.775516,male,[],https://placekitten.com/432/368,True,"['64879e9a5340903bb1ebb09d', '64879e9a5340903bb1ebb095', '64879e9a5340903bb1ebb09f']","['64879e9a5340903bb1ebb098', '64879e9a5340903bb1ebb09c', '64879e9a5340903bb1ebb09e']","['64879ed95340903bb1ebb107', '64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb10d']"
Sig. Fedele Lucchesi,sig..fedele@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Francés', 'Alemán', 'Inglés']",1994-12-01,Italia,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.788610,male,[],https://picsum.photos/987/303,True,['64879e9a5340903bb1ebb09d'],['64879e9a5340903bb1ebb097'],"['64879ed95340903bb1ebb106', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb10a', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb115']"
John Edwards,john.edwards@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano']",1984-02-24,Estados Unidos,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.800802,male,[],https://dummyimage.com/354x650,True,"['64879e9a5340903bb1ebb0a0', '64879e9a5340903bb1ebb098', '64879e9a5340903bb1ebb097', '64879e9a5340903bb1ebb09d']","['64879e9a5340903bb1ebb096', '64879e9a5340903bb1ebb09e', '64879e9a5340903bb1ebb09c', '64879e9a5340903bb1ebb099']","['64879ed95340903bb1ebb10a', '64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb0fd']"
Lazzaro Sommaruga-Trupiano,lazzaro.sommaruga-trupiano@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Francés']",2002-01-14,Italia,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.812518,male,[],https://dummyimage.com/951x299,True,"['64879e9a5340903bb1ebb09b', '64879e9a5340903bb1ebb09c', '64879e9a5340903bb1ebb095']","['64879e9a5340903bb1ebb09d', '64879e9a5340903bb1ebb099', '64879e9a5340903bb1ebb097']","['64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb114', '64879ed95340903bb1ebb117']"
Gionata Borrani,gionata.borrani@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Francés', 'Alemán', 'Inglés']",2000-02-05,Italia,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.824638,male,[],https://dummyimage.com/950x931,True,"['64879e9a5340903bb1ebb09e', '64879e9a5340903bb1ebb099', '64879e9a5340903bb1ebb096']","['64879e9a5340903bb1ebb095', '64879e9a5340903bb1ebb09b', '64879e9a5340903bb1ebb09a']",['64879ed95340903bb1ebb0fb']
Trinidad Castrillo Llamas,trinidad.castrillo@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés', 'Alemán', 'Italiano', 'Inglés']",1998-07-27,España,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.836145,male,[],https://placekitten.com/829/266,True,"['64879e9a5340903bb1ebb09c', '64879e9a5340903bb1ebb09f']","['64879e9a5340903bb1ebb095', '64879e9a5340903bb1ebb099']","['64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb0ff']"
Elijah Campbell,elijah.campbell@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Italiano']",1991-06-12,Estados Unidos,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.847935,male,[],https://dummyimage.com/640x876,True,"['64879e9a5340903bb1ebb09f', '64879e9a5340903bb1ebb095']","['64879e9a5340903bb1ebb09b', '64879e9a5340903bb1ebb09a']","['64879ed95340903bb1ebb107', '64879ed95340903bb1ebb101', '64879ed95340903bb1ebb103']"
Andrew Kelly,andrew.kelly@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán']",1987-12-02,Estados Unidos,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.859836,male,[],https://dummyimage.com/946x184,True,"['64879e9a5340903bb1ebb0a0', '64879e9a5340903bb1ebb09c', '64879e9a5340903bb1ebb099', '64879e9a5340903bb1ebb097']","['64879e9a5340903bb1ebb095', '64879e9a5340903bb1ebb09b', '64879e9a5340903bb1ebb09a', '64879e9a5340903bb1ebb09d']","['64879ed95340903bb1ebb117', '64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb109']"
Debbie Rojas,debbie.rojas@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano', 'Francés', 'Alemán', 'Italiano']",2000-08-04,Estados Unidos,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.871592,female,[],https://dummyimage.com/117x114,True,"['64879e9a5340903bb1ebb098', '64879e9a5340903bb1ebb09e']","['64879e9a5340903bb1ebb09f', '64879e9a5340903bb1ebb099']","['64879ed95340903bb1ebb109', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb117']"
Dorothée Meunier-Marty,dorothée.meunier-marty@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano', 'Alemán', 'Inglés']",1989-04-28,Francia,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.883330,female,[],https://dummyimage.com/755x434,True,"['64879e9a5340903bb1ebb095', '64879e9a5340903bb1ebb09c']","['64879e9a5340903bb1ebb097', '64879e9a5340903bb1ebb099']",['64879ed95340903bb1ebb10f']
Jacqueline Lewis,jacqueline.lewis@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano', 'Francés']",1985-02-28,Estados Unidos,64879f0de785526bbd480f43,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.895198,female,[],https://dummyimage.com/342x120,True,['64879e9a5340903bb1ebb0a0'],['64879e9a5340903bb1ebb09e'],"['64879ed95340903bb1ebb115', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb110', '64879ed95340903bb1ebb103']"
Michael Morgan,michael.morgan@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Italiano']",1990-05-23,Estados Unidos,64879f0de785526bbd480f44,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.906956,male,[],https://picsum.photos/459/695,True,"['64879e9a5340903bb1ebb09c', '64879e9a5340903bb1ebb09b', '64879e9a5340903bb1ebb0a0', '64879e9a5340903bb1ebb09e']","['64879e9a5340903bb1ebb09d', '64879e9a5340903bb1ebb097', '64879e9a5340903bb1ebb099', '64879e9a5340903bb1ebb096']","['64879ed95340903bb1ebb10e', '64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb10d', '64879ed95340903bb1ebb10a']"
Shaun Castro,shaun.castro@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés', 'Italiano', 'Castellano']",2004-06-15,Estados Unidos,64879f0de785526bbd480f44,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.919409,male,[],https://placekitten.com/59/335,True,"['64879e9a5340903bb1ebb096', '64879e9a5340903bb1ebb09b', '64879e9a5340903bb1ebb09c']","['64879e9a5340903bb1ebb095', '64879e9a5340903bb1ebb099', '64879e9a5340903bb1ebb09d']","['64879ed95340903bb1ebb104', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb114', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb10f']"
Jeremy Delgado,jeremy.delgado@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés', 'Italiano', 'Castellano']",1999-01-20,Estados Unidos,64879f0de785526bbd480f44,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.931202,male,[],https://dummyimage.com/275x998,True,"['64879e9a5340903bb1ebb098', '64879e9a5340903bb1ebb09e', '64879e9a5340903bb1ebb09c']","['64879e9a5340903bb1ebb09b', '64879e9a5340903bb1ebb09a', '64879e9a5340903bb1ebb096']","['64879ed95340903bb1ebb105', '64879ed95340903bb1ebb0ff', '64879ed95340903bb1ebb113', '64879ed95340903bb1ebb117']"
Luca Cheda-Chigi,luca.cheda-chigi@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano']",1992-05-10,Italia,64879f0de785526bbd480f44,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.943234,male,[],https://dummyimage.com/980x832,True,"['64879e9a5340903bb1ebb0a0', '64879e9a5340903bb1ebb09e', '64879e9a5340903bb1ebb09d', '64879e9a5340903bb1ebb099']","['64879e9a5340903bb1ebb09c', '64879e9a5340903bb1ebb097', '64879e9a5340903bb1ebb09a', '64879e9a5340903bb1ebb095']","['64879ed95340903bb1ebb111', '64879ed95340903bb1ebb10d', '64879ed95340903bb1ebb106', '64879ed95340903bb1ebb0fe']"
Gioachino Fischetti-Bettoni,gioachino.fischetti-bettoni@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Francés']",2004-01-05,Italia,64879f0de785526bbd480f44,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.955036,male,[],https://placekitten.com/899/697,True,['64879e9a5340903bb1ebb09b'],['64879e9a5340903bb1ebb098'],"['64879ed95340903bb1ebb117', '64879ed95340903bb1ebb10e', '64879ed95340903bb1ebb0fd']"
Aaron Griffin,aaron.griffin@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano']",2001-11-19,Estados Unidos,64879f0de785526bbd480f45,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.967032,male,[],https://picsum.photos/439/139,True,"['64879e9a5340903bb1ebb0a1', '64879e9a5340903bb1ebb0a7', '64879e9a5340903bb1ebb0a4']","['64879e9a5340903bb1ebb0a6', '64879e9a5340903bb1ebb0a5', '64879e9a5340903bb1ebb0aa']",['64879ed95340903bb1ebb0fd']
Samuel Boyle,samuel.boyle@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano', 'Italiano', 'Francés']",2002-06-12,Estados Unidos,64879f0de785526bbd480f45,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.978725,male,[],https://placekitten.com/650/395,True,"['64879e9a5340903bb1ebb0a7', '64879e9a5340903bb1ebb0aa', '64879e9a5340903bb1ebb0a3']","['64879e9a5340903bb1ebb0a9', '64879e9a5340903bb1ebb0a8', '64879e9a5340903bb1ebb0a6']","['64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb0fd']"
David Fisher,david.fisher@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés']",1983-09-29,Estados Unidos,64879f0de785526bbd480f45,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:51.990476,male,[],https://placekitten.com/1021/193,True,['64879e9a5340903bb1ebb0a2'],['64879e9a5340903bb1ebb0a8'],"['64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb106', '64879ed95340903bb1ebb114', '64879ed95340903bb1ebb10d']"
Zbigniew Otto-Kruschwitz,zbigniew.otto-kruschwitz@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés']",1984-08-13,Alemania,64879f0de785526bbd480f45,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.002141,male,[],https://picsum.photos/197/369,True,['64879e9a5340903bb1ebb0a5'],['64879e9a5340903bb1ebb0a1'],"['64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb115', '64879ed95340903bb1ebb102', '64879ed95340903bb1ebb0fa']"
Robert Short,robert.short@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano', 'Alemán', 'Italiano', 'Francés']",1996-09-14,Estados Unidos,64879f0de785526bbd480f45,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.013751,male,[],https://dummyimage.com/146x213,True,"['64879e9a5340903bb1ebb0aa', '64879e9a5340903bb1ebb0a4', '64879e9a5340903bb1ebb0a8']","['64879e9a5340903bb1ebb0a7', '64879e9a5340903bb1ebb0a3', '64879e9a5340903bb1ebb0a6']","['64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb110', '64879ed95340903bb1ebb101', '64879ed95340903bb1ebb100', '64879ed95340903bb1ebb106']"
Hans Georg Junck,hans.georg@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés', 'Castellano', 'Francés', 'Italiano']",1993-09-19,Alemania,64879f0de785526bbd480f45,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.025493,male,[],https://dummyimage.com/473x822,True,['64879e9a5340903bb1ebb0a6'],['64879e9a5340903bb1ebb0aa'],"['64879ed95340903bb1ebb106', '64879ed95340903bb1ebb102', '64879ed95340903bb1ebb108']"
Isaac Vallée,isaac.vallée@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Italiano', 'Inglés', 'Alemán']",1982-10-08,Francia,64879f0de785526bbd480f45,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.036904,male,[],https://picsum.photos/143/419,True,"['64879e9a5340903bb1ebb0a4', '64879e9a5340903bb1ebb0a3']","['64879e9a5340903bb1ebb0a5', '64879e9a5340903bb1ebb0aa']","['64879ed95340903bb1ebb108', '64879ed95340903bb1ebb0fb']"
Romolo Salvemini,romolo.salvemini@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Alemán', 'Francés', 'Castellano']",1984-10-12,Italia,64879f0de785526bbd480f45,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.048583,male,[],https://placekitten.com/1019/128,True,"['64879e9a5340903bb1ebb0a1', '64879e9a5340903bb1ebb0a9']","['64879e9a5340903bb1ebb0a7', '64879e9a5340903bb1ebb0a5']","['64879ed95340903bb1ebb106', '64879ed95340903bb1ebb10a', '64879ed95340903bb1ebb10e']"
Stéphane Le Gay,stéphane.le@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Alemán']",1993-11-24,Francia,64879f0de785526bbd480f45,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.060236,male,[],https://placekitten.com/829/747,True,"['64879e9a5340903bb1ebb0a9', '64879e9a5340903bb1ebb0a3', '64879e9a5340903bb1ebb0a4', '64879e9a5340903bb1ebb0a6']","['64879e9a5340903bb1ebb0aa', '64879e9a5340903bb1ebb0a1', '64879e9a5340903bb1ebb0a7', '64879e9a5340903bb1ebb0a8']",['64879ed95340903bb1ebb117']
Kimberly Jackson,kimberly.jackson@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano', 'Alemán']",1991-05-26,Estados Unidos,64879f0de785526bbd480f45,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.071826,female,[],https://picsum.photos/807/768,True,"['64879e9a5340903bb1ebb0a9', '64879e9a5340903bb1ebb0a3', '64879e9a5340903bb1ebb0a6', '64879e9a5340903bb1ebb0a4']","['64879e9a5340903bb1ebb0a8', '64879e9a5340903bb1ebb0a2', '64879e9a5340903bb1ebb0a5', '64879e9a5340903bb1ebb0a7']","['64879ed95340903bb1ebb10a', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb115', '64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb0fe']"
Eddie Jones,eddie.jones@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés']",1999-07-30,Estados Unidos,64879f0de785526bbd480f46,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.083228,male,[],https://picsum.photos/505/234,True,['64879e9a5340903bb1ebb0aa'],['64879e9a5340903bb1ebb0a5'],"['64879ed95340903bb1ebb100', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb117']"
Nando de Castells,nando.de@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Inglés', 'Francés']",1984-07-27,España,64879f0de785526bbd480f46,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.094514,male,[],https://picsum.photos/842/122,True,['64879e9a5340903bb1ebb0a5'],['64879e9a5340903bb1ebb0a8'],"['64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb101', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb115', '64879ed95340903bb1ebb117']"
François Dupuy,françois.dupuy@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Alemán', 'Inglés']",2000-06-20,Francia,64879f0de785526bbd480f46,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.105667,male,[],https://placekitten.com/81/227,True,"['64879e9a5340903bb1ebb0a2', '64879e9a5340903bb1ebb0a9']","['64879e9a5340903bb1ebb0a4', '64879e9a5340903bb1ebb0a3']","['64879ed95340903bb1ebb108', '64879ed95340903bb1ebb105', '64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb103']"
Adam Kennedy,adam.kennedy@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés', 'Castellano', 'Italiano', 'Alemán']",1984-09-17,Estados Unidos,64879f0de785526bbd480f46,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.116783,male,[],https://dummyimage.com/640x372,True,"['64879e9a5340903bb1ebb0a4', '64879e9a5340903bb1ebb0a7', '64879e9a5340903bb1ebb0aa', '64879e9a5340903bb1ebb0a1']","['64879e9a5340903bb1ebb0a2', '64879e9a5340903bb1ebb0a3', '64879e9a5340903bb1ebb0a8', '64879e9a5340903bb1ebb0a9']","['64879ed95340903bb1ebb108', '64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb10c']"
Macario del Rodríguez,macario.del@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés']",1986-08-01,España,64879f0ee785526bbd480f47,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.127958,male,[],https://dummyimage.com/293x195,True,"['64879e9a5340903bb1ebb0ac', '64879e9a5340903bb1ebb0b4', '64879e9a5340903bb1ebb0ab', '64879e9a5340903bb1ebb0ae']","['64879e9a5340903bb1ebb0b2', '64879e9a5340903bb1ebb0b0', '64879e9a5340903bb1ebb0b3', '64879e9a5340903bb1ebb0b1']","['64879ed95340903bb1ebb102', '64879ed95340903bb1ebb103']"
John Rodriguez,john.rodriguez@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Francés']",1987-05-18,Estados Unidos,64879f0ee785526bbd480f47,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.139104,male,[],https://picsum.photos/994/0,True,"['64879e9a5340903bb1ebb0af', '64879e9a5340903bb1ebb0b0', '64879e9a5340903bb1ebb0ad', '64879e9a5340903bb1ebb0b3']","['64879e9a5340903bb1ebb0ae', '64879e9a5340903bb1ebb0ac', '64879e9a5340903bb1ebb0b1', '64879e9a5340903bb1ebb0b4']","['64879ed95340903bb1ebb117', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb10e']"
Dott. Filippo Pisano,dott..filippo@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Alemán', 'Castellano', 'Francés']",1984-10-29,Italia,64879f0ee785526bbd480f47,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.150083,male,[],https://placekitten.com/544/22,True,"['64879e9a5340903bb1ebb0ac', '64879e9a5340903bb1ebb0ab', '64879e9a5340903bb1ebb0b2']","['64879e9a5340903bb1ebb0ad', '64879e9a5340903bb1ebb0b3', '64879e9a5340903bb1ebb0ae']","['64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb0fe']"
Denis Brunet,denis.brunet@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Alemán', 'Italiano']",1983-07-11,Francia,64879f0ee785526bbd480f47,"['estudiante', 'desempleado', 'trabajando', 'autonomo', 'emprendedor']",user,2023-06-12T22:51:52.161442,male,[],https://picsum.photos/172/773,True,"['64879e9a5340903bb1ebb0b1', '64879e9a5340903bb1ebb0ab', '64879e9a5340903bb1ebb0af', '64879e9a5340903bb1ebb0b4']","['64879e9a5340903bb1ebb0ad', '64879e9a5340903bb1ebb0ac', '64879e9a5340903bb1ebb0b2', '64879e9a5340903bb1ebb0ae']","['64879ed95340903bb1ebb104', '64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb107']"
